日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2021-04-23,10006183.0,755290002.0,76.5,76.9,75.0,75.6,-0.40,4302.0
2021-04-26,9718705.0,729185445.0,74.8,75.5,74.1,75.5,-0.10,6069.0
2021-04-27,7583179.0,568307144.0,74.7,75.3,74.6,75.2,-0.30,3255.0
2021-04-28,7822752.0,589319789.0,74.7,75.9,74.2,75.8,+0.60,3842.0
2021-04-29,10227104.0,773023075.0,75.0,76.2,75.0,75.1,-0.70,3856.0
2021-05-03,7041653.0,527825397.0,74.1,76.0,74.1,74.5,-0.60,3523.0
2021-05-04,13626927.0,1015351832.0,74.6,75.7,73.7,74.1,-0.40,6285.0
2021-05-05,10371912.0,763551845.0,73.9,74.2,72.5,73.0,-1.10,3768.0
2021-05-06,9626525.0,698531483.0,72.5,74.7,72.5,74.7,+1.70,3432.0
2021-05-07,8716184.0,651385350.0,74.7,75.1,74.4,74.6,-0.10,2163.0
2021-05-10,4424578.0,332171146.0,75.0,75.5,74.6,75.2,+0.60,2106.0
2021-05-11,6428854.0,480618747.0,75.5,75.5,74.1,74.7,-0.50,3162.0
2021-05-12,17955457.0,1301563501.0,75.0,75.5,69.0,72.6,-2.10,9177.0
2021-05-13,12876920.0,942237814.0,72.9,74.2,71.8,72.7,+0.10,6471.0
2021-05-14,8804124.0,645624635.0,72.2,74.2,71.7,74.2,+1.50,4747.0
2021-05-17,19687989.0,1455445670.0,74.3,76.9,72.0,72.6,-1.60,9695.0
2021-05-18,7503928.0,551596518.0,72.7,74.2,72.3,74.0,+1.40,4002.0
2021-05-19,4843934.0,355984292.0,73.0,74.0,72.9,73.4,-0.60,2367.0
2021-05-20,8050029.0,597266989.0,73.5,74.5,73.4,74.5,+1.10,3392.0
2021-05-21,8681137.0,650595765.0,75.0,76.0,74.1,75.0,+0.50,3929.0
2021-05-24,6190311.0,455728292.0,74.5,74.5,73.2,73.6,-1.40,5007.0
2021-05-25,9216388.0,675086069.0,73.3,73.7,73.0,73.2,-0.40,4438.0
2021-05-26,8031304.0,584234298.0,73.1,73.1,72.4,72.8,-0.40,3593.0
2021-05-27,20529049.0,1480076569.0,73.0,73.0,71.9,72.0,-0.80,5535.0
2021-05-28,9323477.0,678838971.0,73.0,73.1,72.4,72.8,+0.80,3484.0
2021-05-31,6799964.0,498845706.0,73.4,73.7,72.6,73.6,+0.80,4056.0
2021-06-01,2792597.0,206339767.0,73.2,74.4,73.2,74.1,+0.50,1809.0
2021-06-02,6353325.0,472281397.0,73.9,74.8,73.6,74.5,+0.40,4173.0
2021-06-03,2001895.0,148492254.0,74.5,74.6,73.9,74.1,-0.40,1391.0
2021-06-04,3018496.0,221918901.0,73.2,73.9,73.1,73.6,-0.50,1988.0
2021-06-07,4536872.0,331485073.0,73.9,73.9,72.6,73.0,-0.60,2352.0
2021-06-08,2340555.0,171556835.0,73.6,73.6,72.8,73.4,+0.40,1420.0
2021-06-09,4023465.0,294351641.0,73.2,73.5,72.6,73.3,-0.10,2037.0
2021-06-10,4418162.0,322863410.0,73.2,73.5,72.6,73.1,-0.20,2275.0
2021-06-11,4245738.0,312725303.0,73.4,74.2,73.1,73.6,+0.50,2065.0
2021-06-15,3003025.0,220498238.0,73.4,73.9,73.1,73.6, 0.00,2387.0
2021-06-16,4110417.0,303818799.0,73.2,74.3,73.2,74.1,+0.50,2763.0
2021-06-17,5669589.0,412767295.0,73.0,73.3,72.2,73.2,-0.90,3591.0
2021-06-18,13836253.0,1014951551.0,72.8,73.7,72.4,73.7,+0.50,3072.0
2021-06-21,5691992.0,412415646.0,72.7,73.2,72.1,72.6,-1.10,2991.0
2021-06-22,5152066.0,374589116.0,73.0,73.1,72.4,72.5,-0.10,2722.0
2021-06-23,4281908.0,313504951.0,72.5,73.5,72.5,73.3,+0.80,2580.0
2021-06-24,1540656.0,113076008.0,73.1,73.7,72.9,73.4,+0.10,1104.0
2021-06-25,3722529.0,273479047.0,73.2,73.8,73.1,73.5,+0.10,1689.0
2021-06-28,1610219.0,118511113.0,73.4,73.8,73.3,73.8,+0.30,1275.0
2021-06-29,2885449.0,211769900.0,73.4,73.7,73.0,73.5,-0.30,1633.0
2021-06-30,3880636.0,284870778.0,73.6,73.8,73.2,73.2,-0.30,2030.0
2021-07-01,2903461.0,211623084.0,73.2,73.5,72.7,72.7,-0.50,1733.0
2021-07-02,3468341.0,253690963.0,72.8,73.7,72.5,73.4,+0.70,1724.0
2021-07-05,4722610.0,348091993.0,73.5,73.9,73.0,73.9,+0.50,2027.0
2021-07-06,2945856.0,217544344.0,73.9,74.1,73.5,73.8,-0.10,1438.0
2021-07-07,2587489.0,190672212.0,73.2,73.9,73.2,73.9,+0.10,1377.0
2021-07-08,4358288.0,322271971.0,73.8,74.2,73.5,74.1,+0.20,2254.0
2021-07-09,7310267.0,534756708.0,73.5,74.1,72.6,73.8,-0.30,4309.0
2021-07-12,4389396.0,321180514.0,73.4,73.8,72.8,72.9,-0.90,2576.0
2021-07-13,6009008.0,442161040.0,73.5,73.9,73.1,73.9,+1.00,2905.0
2021-07-14,4610200.0,337384565.0,73.5,73.8,72.8,73.2,-0.70,2321.0
2021-07-15,3214280.0,234974002.0,72.8,73.4,72.8,73.4,+0.20,1507.0
2021-07-16,3682026.0,269175630.0,72.9,73.5,72.8,73.1,-0.30,2164.0
2021-07-19,4703322.0,341934138.0,72.6,73.3,72.4,73.2,+0.10,2528.0
2021-07-20,2623706.0,190501550.0,73.0,73.2,72.3,72.5,-0.70,1821.0
2021-07-21,3322346.0,240903803.0,72.3,72.8,72.2,72.7,+0.20,2293.0
2021-07-22,5210834.0,381941287.0,72.8,73.5,72.7,73.5,+0.80,2509.0
2021-07-23,2550477.0,186914934.0,73.5,73.6,73.0,73.2,-0.30,1762.0
2021-07-26,3015714.0,219315065.0,72.6,73.2,72.5,72.5,-0.70,2032.0
2021-07-27,4650909.0,339819105.0,73.0,73.3,72.6,73.3,+0.80,2016.0
2021-07-28,7120462.0,517287400.0,73.3,73.4,72.0,72.6,-0.70,4099.0
2021-07-29,5378447.0,394557592.0,72.9,73.5,72.8,73.5,+0.90,2388.0
2021-07-30,4362603.0,320300993.0,74.0,74.0,73.0,73.2,-0.30,2237.0
2021-08-02,11851063.0,880893712.0,73.7,74.9,73.4,74.7,+1.50,5444.0
2021-08-03,4699914.0,351016326.0,74.1,75.0,74.0,75.0,+0.30,2507.0
2021-08-04,9158892.0,691763335.0,74.2,76.0,74.2,75.5,+0.50,6728.0
2021-08-05,4389700.0,330075387.0,75.5,75.5,74.6,75.3,-0.20,2541.0
2021-08-06,5089185.0,381017703.0,75.1,75.2,74.2,75.2,-0.10,2887.0
2021-08-09,6369601.0,470162083.0,74.2,74.8,72.5,74.6,-0.60,3900.0
2021-08-10,4903750.0,366309767.0,74.8,75.0,73.7,75.0,+0.40,2856.0
2021-08-11,5737348.0,424685900.0,74.0,74.4,73.4,74.4,-0.60,2369.0
2021-08-12,7351010.0,537246943.0,74.0,74.0,72.5,73.0,-1.40,3955.0
2021-08-13,20130831.0,1418062326.0,72.0,72.2,69.8,69.8,-3.20,12488.0
2021-08-16,13687201.0,957282430.0,69.5,70.6,69.3,70.1,+0.30,4903.0
2021-08-17,9393335.0,658918947.0,70.2,70.9,69.6,70.0,-0.10,3634.0
2021-08-18,6930915.0,484447089.0,69.8,70.2,69.5,70.1,+0.10,3325.0
2021-08-19,13470001.0,932364506.0,69.8,70.0,68.6,69.1,-1.00,6239.0
2021-08-20,9113837.0,631058705.0,69.8,70.0,68.6,68.9,-0.20,4321.0
2021-08-23,6391246.0,447885166.0,69.8,70.9,69.5,69.5,+0.60,2648.0
2021-08-24,2844132.0,199943500.0,69.9,70.5,69.8,70.5,+1.00,1670.0
2021-08-25,6334231.0,446334577.0,70.1,71.0,69.9,70.6,+0.10,2805.0
2021-08-26,9077963.0,635967468.0,70.0,70.9,69.7,69.8,-0.80,3248.0
2021-08-27,8026258.0,567717857.0,69.9,71.7,69.8,70.5,+0.70,3122.0
2021-08-30,5240443.0,372928569.0,70.6,71.6,70.5,71.6,+1.10,2612.0
2021-08-31,9051255.0,649997386.0,71.1,72.3,70.7,72.3,+0.70,2853.0
2021-09-01,5492388.0,392542995.0,71.5,72.0,71.1,71.4,-0.90,2477.0
2021-09-02,6915235.0,498973782.0,71.2,73.0,71.1,71.6,+0.20,3149.0
2021-09-03,5840543.0,418984377.0,72.1,72.4,71.3,72.0,+0.40,2930.0
2021-09-06,2952518.0,211951675.0,72.0,72.1,71.4,71.5,-0.50,1909.0
2021-09-07,6297792.0,446150980.0,71.4,71.5,70.6,70.7,-0.80,3135.0
2021-09-08,7755695.0,549054386.0,70.5,71.2,70.5,70.9,+0.20,4048.0
2021-09-09,15717306.0,1059590322.0,68.1,68.2,67.0,67.2,X0.00,10573.0
2021-09-10,5708520.0,388625415.0,67.2,68.5,67.0,68.4,+1.20,3401.0
2021-09-13,4410876.0,303424565.0,68.5,69.1,68.3,69.1,+0.70,2750.0
2021-09-14,4463541.0,310056723.0,69.4,69.8,69.1,69.4,+0.30,2565.0
2021-09-15,4584418.0,318558530.0,69.4,69.8,69.2,69.4, 0.00,2279.0
2021-09-16,10164973.0,701606813.0,69.4,69.7,68.4,69.1,-0.30,4309.0
2021-09-17,12857976.0,896342516.0,69.4,70.4,69.3,69.6,+0.50,3315.0
2021-09-22,10130417.0,691525874.0,68.5,69.0,67.7,68.5,-1.10,5941.0
2021-09-23,5589334.0,384954073.0,68.7,69.3,68.6,68.8,+0.30,2466.0
2021-09-24,3578715.0,247506142.0,69.3,69.8,68.9,69.1,+0.30,1845.0
2021-09-27,4877615.0,338918943.0,69.5,70.0,69.1,69.5,+0.40,1948.0
2021-09-28,5197037.0,357927275.0,69.0,69.5,68.5,68.7,-0.80,2531.0
2021-09-29,8074249.0,551644951.0,68.8,68.9,67.8,68.6,-0.10,4095.0
2021-09-30,8007675.0,547117081.0,68.1,68.7,68.0,68.3,-0.30,2382.0
2021-10-01,10195108.0,686566379.0,67.9,68.5,66.9,67.1,-1.20,6592.0
2021-10-04,2855302.0,192456578.0,67.8,67.8,67.1,67.5,+0.40,1768.0
2021-10-05,7096007.0,473700057.0,67.1,67.2,66.3,66.7,-0.80,4331.0
2021-10-06,9534032.0,640496268.0,67.5,67.6,66.7,67.3,+0.60,3227.0
2021-10-07,6702708.0,456590703.0,67.9,68.5,67.4,68.0,+0.70,2663.0
2021-10-08,3644308.0,247634659.0,68.3,68.4,67.6,68.0, 0.00,2228.0
2021-10-12,7126472.0,478470883.0,67.2,67.9,66.7,67.2,-0.80,3640.0
2021-10-13,4021128.0,271088574.0,67.9,67.9,66.9,67.2, 0.00,2297.0
2021-10-14,7686170.0,523102086.0,67.9,68.5,67.7,67.7,+0.50,1851.0
2021-10-15,7066879.0,478938964.0,68.0,68.2,67.2,68.1,+0.40,3304.0
2021-10-18,3512522.0,238956962.0,68.1,68.3,67.8,68.1, 0.00,2022.0
2021-10-19,3038756.0,206617975.0,68.3,68.4,67.7,67.8,-0.30,1788.0
2021-10-20,6080203.0,411280239.0,67.9,68.2,67.4,67.4,-0.40,3521.0
2021-10-21,6617503.0,445021102.0,67.8,67.8,67.0,67.0,-0.40,2965.0
2021-10-22,4521069.0,303510055.0,67.0,67.4,66.8,67.3,+0.30,1740.0
2021-10-25,2788402.0,187116999.0,67.0,67.3,66.9,67.1,-0.20,1814.0
2021-10-26,9621207.0,647170423.0,67.5,67.7,67.0,67.3,+0.20,3329.0
2021-10-27,9583742.0,641036287.0,67.2,67.5,66.7,67.2,-0.10,4985.0
2021-10-28,5151776.0,345523473.0,67.2,67.3,66.7,67.2, 0.00,1817.0
2021-10-29,9046745.0,603717497.0,67.0,67.0,66.6,66.6,-0.60,4238.0
2021-11-01,5020098.0,335989105.0,66.8,67.1,66.8,66.9,+0.30,2775.0
2021-11-02,5136473.0,345735190.0,67.1,67.4,67.0,67.4,+0.50,2046.0
2021-11-03,4716207.0,318070096.0,67.3,67.9,67.0,67.5,+0.10,2411.0
2021-11-04,3928630.0,263280812.0,67.8,67.8,66.8,66.8,-0.70,3674.0
2021-11-05,6133625.0,405451178.0,66.7,67.1,66.6,67.1,+0.30,2402.0
2021-11-08,6820451.0,453655355.0,67.1,67.5,66.8,67.4,+0.30,2749.0
2021-11-09,10723591.0,719167975.0,67.0,67.3,66.7,67.3,-0.10,4921.0
2021-11-10,4505618.0,303049690.0,67.5,67.5,67.1,67.3, 0.00,1867.0
2021-11-11,10535597.0,707415863.0,67.3,67.5,66.9,67.2,-0.10,3054.0
2021-11-12,8888329.0,598011888.0,67.5,67.7,66.9,67.3,+0.10,3763.0
2021-11-15,10417604.0,706648130.0,67.5,68.0,67.3,68.0,+0.70,4303.0
2021-11-16,11182454.0,765625284.0,68.2,68.6,68.1,68.6,+0.60,5145.0
2021-11-17,11259704.0,766532585.0,68.5,68.6,67.7,68.4,-0.20,6366.0
2021-11-18,10672288.0,730561103.0,68.5,68.8,68.0,68.5,+0.10,2847.0
2021-11-19,5088053.0,347735465.0,68.5,68.7,68.1,68.2,-0.30,2495.0
2021-11-22,4182816.0,283249651.0,68.2,68.3,67.5,67.5,-0.70,2397.0
2021-11-23,6333241.0,425387719.0,67.5,67.6,67.0,67.1,-0.40,3160.0
2021-11-24,4965257.0,335671665.0,67.2,68.0,67.2,67.5,+0.40,2504.0
2021-11-25,2634172.0,179205308.0,68.0,68.2,67.8,68.1,+0.60,1596.0
2021-11-26,5085023.0,342946074.0,67.6,68.0,67.2,67.4,-0.70,2675.0
2021-11-29,5598220.0,377059213.0,67.1,67.7,67.0,67.3,-0.10,2590.0
2021-11-30,22691588.0,1498351003.0,67.1,67.5,65.4,65.4,-1.90,5615.0
2021-12-01,8889286.0,595763220.0,66.1,67.5,66.0,67.1,+1.70,4727.0
2021-12-02,3673087.0,248014043.0,67.0,67.8,66.9,67.7,+0.60,1709.0
2021-12-03,6161374.0,416450550.0,67.8,68.0,67.1,67.5,-0.20,3112.0
2021-12-06,4324147.0,291370077.0,67.4,67.8,67.1,67.3,-0.20,2259.0
2021-12-07,8016452.0,544354061.0,67.2,68.5,67.0,68.5,+1.20,3352.0
2021-12-08,6465603.0,443409420.0,68.6,68.9,68.2,68.4,-0.10,3862.0
2021-12-09,4369239.0,300011242.0,68.5,68.9,68.3,68.9,+0.50,2542.0
2021-12-10,4472676.0,307712720.0,68.6,69.0,68.5,68.9, 0.00,2417.0
2021-12-13,5755077.0,394518980.0,68.9,69.0,68.2,68.4,-0.50,5912.0
2021-12-14,3602111.0,246726875.0,68.0,68.8,67.8,68.8,+0.40,2177.0
2021-12-15,4489364.0,307858043.0,68.8,68.9,68.2,68.4,-0.40,3755.0
2021-12-16,4638160.0,317235511.0,68.7,68.7,68.1,68.5,+0.10,3193.0
2021-12-17,11013204.0,749633872.0,68.0,68.7,67.9,67.9,-0.60,3803.0
2021-12-20,7177237.0,486506812.0,67.6,68.3,67.5,67.6,-0.30,3451.0
2021-12-21,5207944.0,354058335.0,67.9,68.2,67.7,67.9,+0.30,2006.0
2021-12-22,3547580.0,241271816.0,67.9,68.2,67.7,68.2,+0.30,2059.0
2021-12-23,2429328.0,165689176.0,67.9,68.4,67.8,68.3,+0.10,1297.0
2021-12-24,1501065.0,102770035.0,68.4,68.5,68.3,68.5,+0.20,1023.0
2021-12-27,2111564.0,144698835.0,68.5,68.7,68.4,68.4,-0.10,1975.0
2021-12-28,2600739.0,178565458.0,68.4,68.8,68.2,68.7,+0.30,2026.0
2021-12-29,5250787.0,363914039.0,68.9,69.6,68.8,69.4,+0.70,3040.0
2021-12-30,3024457.0,207816839.0,69.0,69.2,68.5,68.6,-0.80,4728.0
2022-01-03,4163663.0,286300227.0,68.8,69.3,68.3,68.4,-0.20,1578.0
2022-01-04,2731318.0,187327897.0,68.3,68.8,68.3,68.8,+0.40,2025.0
2022-01-05,3788086.0,259722201.0,68.2,68.9,68.0,68.9,+0.10,1936.0
2022-01-06,4000756.0,273413537.0,68.6,68.7,68.1,68.4,-0.50,2679.0
2022-01-07,3998079.0,272491490.0,68.3,68.4,68.0,68.0,-0.40,1875.0
2022-01-10,3254756.0,222829835.0,68.0,68.7,68.0,68.7,+0.70,1436.0
2022-01-11,3904101.0,267931887.0,68.1,68.9,68.1,68.7, 0.00,2038.0
2022-01-12,5708082.0,393854378.0,68.7,69.3,68.5,69.3,+0.60,3068.0
2022-01-13,4881351.0,339389965.0,69.4,69.8,69.3,69.8,+0.50,2966.0
2022-01-14,3572680.0,247282911.0,69.8,69.8,68.9,69.3,-0.50,3957.0
2022-01-17,4190628.0,287538285.0,68.5,69.0,68.3,68.8,-0.50,6414.0
2022-01-18,3378921.0,231471912.0,68.8,68.8,68.3,68.3,-0.50,2023.0
2022-01-19,3654399.0,250193700.0,68.9,68.9,68.2,68.3, 0.00,3230.0
2022-01-20,4433954.0,303206517.0,68.3,68.9,68.1,68.3, 0.00,2411.0
2022-01-21,10031055.0,675879221.0,67.8,67.9,66.9,67.8,-0.50,5735.0
2022-01-24,4485967.0,305534114.0,67.9,68.5,67.4,68.1,+0.30,2212.0
2022-01-25,8456881.0,567877859.0,67.0,67.6,66.7,67.6,-0.50,5729.0
2022-01-26,4761763.0,322163599.0,67.5,67.9,67.5,67.6, 0.00,2686.0
2022-02-07,14202093.0,948479804.0,66.3,67.3,66.3,67.0,-0.60,6368.0
2022-02-08,7094386.0,479545749.0,67.2,68.0,67.0,67.8,+0.80,3059.0
2022-02-09,3888773.0,265028723.0,67.5,68.4,67.5,68.4,+0.60,2064.0
2022-02-10,6784641.0,464477038.0,68.4,68.8,68.0,68.8,+0.40,2696.0
2022-02-11,5934533.0,406445280.0,68.0,68.8,68.0,68.8, 0.00,2926.0
2022-02-14,6493032.0,441459329.0,68.4,68.5,67.7,68.1,-0.70,3082.0
2022-02-15,6290050.0,428427305.0,67.9,68.5,67.7,67.9,-0.20,2918.0
2022-02-16,4500805.0,307880498.0,68.5,68.6,68.2,68.4,+0.50,2085.0
2022-02-17,7758797.0,530953592.0,68.5,68.8,68.1,68.5,+0.10,3069.0
2022-02-18,8391904.0,569531099.0,67.9,68.4,67.6,67.6,-0.90,4594.0
2022-02-21,4303176.0,293922690.0,67.6,68.6,67.6,68.5,+0.90,1762.0
2022-02-22,10164262.0,686794941.0,67.8,68.2,67.2,67.6,-0.90,5171.0
2022-02-23,5465604.0,371616221.0,67.6,68.2,67.6,68.0,+0.40,2835.0
2022-02-24,16611839.0,1112611060.0,67.1,67.6,66.6,66.8,-1.20,9338.0
2022-02-25,16738193.0,1121850790.0,67.1,67.3,66.6,67.1,+0.30,5488.0
