日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2022-10-03 00:00:00,38354967.0,16068149231.0,418.5,424.5,416.5,417.0,-5.00,70127.0
2022-10-04 00:00:00,42455417.0,18225995343.0,429.5,432.0,427.0,429.0,+12.00,31696.0
2022-10-05 00:00:00,48321335.0,21583755745.0,444.5,451.0,442.0,445.0,+16.00,51865.0
2022-10-06 00:00:00,30750331.0,13821382520.0,450.5,451.0,447.0,451.0,+6.00,24907.0
2022-10-07 00:00:00,32872044.0,14505036044.0,448.5,448.5,437.0,438.0,-13.00,45112.0
2022-10-11 00:00:00,109842903.0,44572345642.0,408.0,412.5,401.0,401.5,-36.50,210614.0
2022-10-12 00:00:00,64138351.0,25536098386.0,397.0,400.0,395.5,397.5,-4.00,114055.0
2022-10-13 00:00:00,43158592.0,17239718998.0,400.5,403.0,395.0,395.0,-2.50,66846.0
2022-10-14 00:00:00,59841064.0,24714069328.0,414.5,416.0,409.0,412.0,+17.00,54666.0
2022-10-17 00:00:00,45038159.0,17954868983.0,400.0,403.5,396.0,397.0,-15.00,66589.0
2022-10-18 00:00:00,41304834.0,16675510801.0,406.5,407.0,399.5,407.0,+10.00,30538.0
2022-10-19 00:00:00,48655069.0,19398261013.0,404.0,405.0,395.5,395.5,-11.50,68211.0
2022-10-20 00:00:00,63202035.0,24682371387.0,391.0,397.5,386.0,397.5,+2.00,76430.0
2022-10-21 00:00:00,38968511.0,15297273710.0,395.5,398.5,389.5,389.5,-8.00,64043.0
2022-10-24 00:00:00,48691083.0,18995017699.0,395.0,397.5,387.0,387.0,-2.50,58612.0
2022-10-25 00:00:00,81173913.0,30515958539.0,380.0,382.5,371.0,371.0,-16.00,155200.0
2022-10-26 00:00:00,61440878.0,23045141097.0,370.5,379.0,370.0,376.0,+5.00,46073.0
2022-10-27 00:00:00,47160778.0,18190840150.0,384.5,389.0,382.5,385.5,+9.50,37777.0
2022-10-28 00:00:00,44691746.0,16923109361.0,379.5,382.0,375.0,379.5,-6.00,48116.0
2022-10-31 00:00:00,40598928.0,15721543079.0,386.0,390.0,381.0,390.0,+10.50,32816.0
